64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39,40,41,39
64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64,65,66,64
14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14,15,16,14
